escenario_id,dosis_N,momento_N,estrategia_riego,fecha_siembra_offset,densidad
0,171.13021975722017,2.0,1.0,11.071252741732842,77380.83516115524
1,12.805607801239738,0.0,0.0,-26.926654127702463,52048.89724819836
2,200.7070104004431,2.0,1.0,18.16968249610634,82113.1216640709
3,56.51315985470318,2.0,0.0,-16.436841634871236,59042.10557675251
4,89.52911326056174,0.0,1.0,-8.513012817465182,64324.65812168988
5,30.121888241816222,0.0,2.0,-22.770746821964106,54819.502118690594
6,21.194301490048236,2.0,2.0,-24.913367642388422,53391.08823840772
7,16.06967847361523,1.0,0.0,-26.143277166332346,52571.14855577844
8,84.35943183662226,2.0,2.0,-9.753736359210656,63497.50909385957
9,247.74807031052214,2.0,2.0,29.459536874525313,89639.69124968354
10,3.1460098788370936,2.0,1.0,-29.244957629079096,50503.361580613935
11,110.36617505575698,2.0,0.0,-3.5121179866183247,67658.58800892111
12,191.7806743995967,0.0,1.0,16.02736185590321,80684.90790393547
13,120.88619193364585,2.0,1.0,-0.9873139359249983,69341.79070938333
14,77.78292900586335,1.0,1.0,-11.332097038592796,62445.268640938135
15,228.86380639107608,0.0,1.0,24.92731353385826,86618.20902257218
16,162.22707606492082,1.0,1.0,8.934498255580998,75956.33217038732
17,129.68091371947912,1.0,1.0,1.1234192926749884,70748.94619511666
18,100.86184414003708,1.0,1.0,-5.793157406391099,66137.89506240594
19,61.84167800438968,1.0,0.0,-15.157997278946477,59894.66848070235
20,216.20956129957312,0.0,2.0,21.890294711897553,84593.5298079317
21,153.22737015935067,0.0,1.0,6.774568838244164,74516.37922549612
22,50.14650987802548,1.0,1.0,-17.964837629273884,58023.441580484076
23,165.53439439338902,1.0,1.0,9.728254654413362,76485.50310294224
24,66.10808251463119,0.0,1.0,-14.134060196488512,60577.293202340996
25,189.02680646074018,0.0,1.0,15.366433550577646,80244.28903371844
26,132.66639498136482,0.0,1.0,1.8399347955275545,71226.62319701837
27,239.78098117106384,2.0,2.0,27.547435481055317,88364.95698737021
28,94.22855253966226,2.0,2.0,-7.385147390481055,65076.56840634596
29,96.58475523378772,2.0,1.0,-6.8196587438909475,65453.56083740604
30,141.27618922046094,1.0,2.0,3.90628541291062,72604.19027527375
31,230.16245133782894,2.0,0.0,25.23898832107895,86825.99221405263
32,198.37087320930925,1.0,1.0,17.60900957023422,81739.33971348948
33,213.14770146982565,1.0,0.0,21.155448352758157,84103.6322351721
34,42.65222094362096,2.0,0.0,-19.763466973530967,56824.35535097936
35,74.05264320457857,1.0,1.0,-12.22736563090114,61848.422912732574
36,139.35039247332264,2.0,2.0,3.4440941935974365,72296.06279573162
37,182.6214753688703,2.0,0.0,13.829154088528874,79219.43605901925
38,48.86545325474558,0.0,1.0,-18.27229121886106,57818.47252075929
39,206.65093002658745,2.0,0.0,19.596223206380984,83064.14880425399
40,107.81424040563834,0.0,0.0,-4.124582302646797,67250.27846490213
41,220.83660901971083,2.0,0.0,23.0007861647306,85333.85744315374
42,146.49867448998876,2.0,0.0,5.159681877597308,73439.7879183982
43,158.43816679308978,0.0,2.0,8.025160030341546,75350.10668689436
44,240.838700993024,0.0,0.0,27.801288238325753,88534.19215888384
45,5.976178212515991,2.0,0.0,-28.565717228996164,50956.188514002555
46,178.06260810484912,1.0,0.0,12.735025945163784,78490.01729677586
47,38.558359480348784,0.0,2.0,-20.745993724716293,56169.337516855805
48,116.58752248012512,1.0,0.0,-2.018994604769972,68654.00359682002
49,29.30123758195345,1.0,0.0,-22.967702980331172,54688.19801311255
